stakeholder_ids,goal_ids,use_case_ids,requirement_id,architecture_element_ids,interface_schema_or_state_ids,adr_ids,task_id,test_id,evidence_artifact
STAKE-006,GOAL-004;GOAL-006,UC-012,OPS-005,ARC-PACKAGE;ARC-ACTION,ARC-PACKAGE;ARC-ACTION,ADR-017,TASK-0803,VT-OPS-005,validation/evidence/VT-OPS-005.json
STAKE-006,GOAL-004;GOAL-006,UC-012,OPS-006,ARC-PACKAGE;ARC-ACTION,ARC-PACKAGE;ARC-ACTION,,TASK-0802,VT-OPS-006,validation/evidence/VT-OPS-006.json
STAKE-006,GOAL-004;GOAL-006,UC-012,OPS-007,ARC-PACKAGE;ARC-ACTION,IF-ACTION,ADR-022,TASK-0803,VT-OPS-007,validation/evidence/VT-OPS-007.json
STAKE-006,GOAL-004;GOAL-006,UC-012,OPS-008,ARC-PACKAGE;ARC-ACTION,ARC-PACKAGE;ARC-ACTION,,TASK-0803,VT-OPS-008,validation/evidence/VT-OPS-008.json
STAKE-006,GOAL-004;GOAL-006,UC-012,OPS-009,ARC-PACKAGE;ARC-ACTION,ARC-PACKAGE;ARC-ACTION,,TASK-0808,VT-OPS-009,validation/evidence/VT-OPS-009.json
STAKE-006,GOAL-004;GOAL-006,UC-012,OPS-009,ARC-PACKAGE;ARC-ACTION,ARC-PACKAGE;ARC-ACTION,,TASK-0809,VT-OPS-009,validation/evidence/VT-OPS-009.json
STAKE-006,GOAL-004;GOAL-006,UC-012,OPS-010,ARC-PACKAGE;ARC-ACTION,ARC-PACKAGE;ARC-ACTION,,TASK-0002,VT-OPS-010,validation/evidence/VT-OPS-010.json
STAKE-006,GOAL-004;GOAL-006,UC-012,OPS-010,ARC-PACKAGE;ARC-ACTION,ARC-PACKAGE;ARC-ACTION,,TASK-0809,VT-OPS-010,validation/evidence/VT-OPS-010.json
STAKE-006,GOAL-004;GOAL-006,UC-012,OPS-011,ARC-PACKAGE;ARC-ACTION,ARC-PACKAGE;ARC-ACTION,,TASK-0808,VT-OPS-011,validation/evidence/VT-OPS-011.json
STAKE-006,GOAL-004;GOAL-006,UC-012,OPS-012,ARC-PACKAGE;ARC-ACTION,ARC-PACKAGE;ARC-ACTION,,TASK-0004,VT-OPS-012,validation/evidence/VT-OPS-012.json
STAKE-006,GOAL-004;GOAL-006,UC-012,OPS-012,ARC-PACKAGE;ARC-ACTION,ARC-PACKAGE;ARC-ACTION,,TASK-0808,VT-OPS-012,validation/evidence/VT-OPS-012.json
STAKE-006,GOAL-004;GOAL-006,UC-012,OPS-013,ARC-PACKAGE;ARC-ACTION,ARC-PACKAGE;ARC-ACTION,,TASK-0808,VT-OPS-013,validation/evidence/VT-OPS-013.json
STAKE-006,GOAL-004;GOAL-006,UC-012,OPS-014,ARC-PACKAGE;ARC-ACTION,ARC-PACKAGE;ARC-ACTION,,TASK-0808,VT-OPS-014,validation/evidence/VT-OPS-014.json
STAKE-006,GOAL-004;GOAL-006,UC-012,OPS-014,ARC-PACKAGE;ARC-ACTION,ARC-PACKAGE;ARC-ACTION,,TASK-0810,VT-OPS-014,validation/evidence/VT-OPS-014.json
STAKE-002;STAKE-007,GOAL-001;GOAL-002;GOAL-003;GOAL-004;GOAL-005,UC-012,TEST-001,ARC-REF,ARC-REF,,TASK-0810,VT-TEST-001,validation/evidence/VT-TEST-001.json
STAKE-002;STAKE-007,GOAL-001;GOAL-002;GOAL-003;GOAL-004;GOAL-005,UC-012,TEST-002,ARC-REF,ARC-REF,,TASK-0401,VT-TEST-002,validation/evidence/VT-TEST-002.json
STAKE-002;STAKE-007,GOAL-001;GOAL-002;GOAL-003;GOAL-004;GOAL-005,UC-012,TEST-002,ARC-REF,ARC-REF,,TASK-0501,VT-TEST-002,validation/evidence/VT-TEST-002.json
STAKE-002;STAKE-007,GOAL-001;GOAL-002;GOAL-003;GOAL-004;GOAL-005,UC-012,TEST-002,ARC-REF,ARC-REF,,TASK-0508,VT-TEST-002,validation/evidence/VT-TEST-002.json
STAKE-002;STAKE-007,GOAL-001;GOAL-002;GOAL-003;GOAL-004;GOAL-005,UC-012,TEST-002,ARC-REF,ARC-REF,,TASK-0605,VT-TEST-002,validation/evidence/VT-TEST-002.json
STAKE-002;STAKE-007,GOAL-001;GOAL-002;GOAL-003;GOAL-004;GOAL-005,UC-012,TEST-003,ARC-REF,ARC-REF,,TASK-0103,VT-TEST-003,validation/evidence/VT-TEST-003.json
STAKE-002;STAKE-007,GOAL-001;GOAL-002;GOAL-003;GOAL-004;GOAL-005,UC-012,TEST-003,ARC-REF,ARC-REF,,TASK-0203,VT-TEST-003,validation/evidence/VT-TEST-003.json
STAKE-002;STAKE-007,GOAL-001;GOAL-002;GOAL-003;GOAL-004;GOAL-005,UC-012,TEST-003,ARC-REF,ARC-REF,,TASK-0302,VT-TEST-003,validation/evidence/VT-TEST-003.json
STAKE-002;STAKE-007,GOAL-001;GOAL-002;GOAL-003;GOAL-004;GOAL-005,UC-012,TEST-003,ARC-REF,ARC-REF,,TASK-0805,VT-TEST-003,validation/evidence/VT-TEST-003.json
STAKE-002;STAKE-007,GOAL-001;GOAL-002;GOAL-003;GOAL-004;GOAL-005,UC-012,TEST-004,ARC-REF,ARC-REF,,TASK-0203,VT-TEST-004,validation/evidence/VT-TEST-004.json
STAKE-002;STAKE-007,GOAL-001;GOAL-002;GOAL-003;GOAL-004;GOAL-005,UC-012,TEST-004,ARC-REF,ARC-REF,,TASK-0302,VT-TEST-004,validation/evidence/VT-TEST-004.json
STAKE-002;STAKE-007,GOAL-001;GOAL-002;GOAL-003;GOAL-004;GOAL-005,UC-012,TEST-005,ARC-REF,ARC-REF,,TASK-0103,VT-TEST-005,validation/evidence/VT-TEST-005.json
STAKE-002;STAKE-007,GOAL-001;GOAL-002;GOAL-003;GOAL-004;GOAL-005,UC-012,TEST-005,ARC-REF,ARC-REF,,TASK-0109,VT-TEST-005,validation/evidence/VT-TEST-005.json
STAKE-002;STAKE-007,GOAL-001;GOAL-002;GOAL-003;GOAL-004;GOAL-005,UC-012,TEST-005,ARC-REF,ARC-REF,,TASK-0402,VT-TEST-005,validation/evidence/VT-TEST-005.json
STAKE-002;STAKE-007,GOAL-001;GOAL-002;GOAL-003;GOAL-004;GOAL-005,UC-012,TEST-005,ARC-REF,ARC-REF,,TASK-0403,VT-TEST-005,validation/evidence/VT-TEST-005.json
STAKE-002;STAKE-007,GOAL-001;GOAL-002;GOAL-003;GOAL-004;GOAL-005,UC-012,TEST-005,ARC-REF,ARC-REF,,TASK-0605,VT-TEST-005,validation/evidence/VT-TEST-005.json
STAKE-002;STAKE-007,GOAL-001;GOAL-002;GOAL-003;GOAL-004;GOAL-005,UC-012,TEST-006,ARC-REF,ARC-REF,,TASK-0806,VT-TEST-006,validation/evidence/VT-TEST-006.json
STAKE-002;STAKE-007,GOAL-001;GOAL-002;GOAL-003;GOAL-004;GOAL-005,UC-012,TEST-007,ARC-REF,ARC-REF,ADR-018,TASK-0805,VT-TEST-007,validation/evidence/VT-TEST-007.json
STAKE-002;STAKE-007,GOAL-001;GOAL-002;GOAL-003;GOAL-004;GOAL-005,UC-012,TEST-008,ARC-REF,ARC-REF,,TASK-0003,VT-TEST-008,validation/evidence/VT-TEST-008.json
STAKE-002;STAKE-007,GOAL-001;GOAL-002;GOAL-003;GOAL-004;GOAL-005,UC-012,TEST-008,ARC-REF,ARC-REF,,TASK-0805,VT-TEST-008,validation/evidence/VT-TEST-008.json
STAKE-002;STAKE-007,GOAL-001;GOAL-002;GOAL-003;GOAL-004;GOAL-005,UC-012,TEST-009,ARC-REF,ARC-REF,,TASK-0810,VT-TEST-009,validation/evidence/VT-TEST-009.json
STAKE-002;STAKE-007,GOAL-001;GOAL-002;GOAL-003;GOAL-004;GOAL-005,UC-012,TEST-010,ARC-REF,ARC-REF,,TASK-0004,VT-TEST-010,validation/evidence/VT-TEST-010.json
STAKE-002;STAKE-007,GOAL-001;GOAL-002;GOAL-003;GOAL-004;GOAL-005,UC-012,TEST-010,ARC-REF,ARC-REF,,TASK-0804,VT-TEST-010,validation/evidence/VT-TEST-010.json
STAKE-002;STAKE-007,GOAL-001;GOAL-002;GOAL-003;GOAL-004;GOAL-005,UC-012,TEST-011,ARC-REF,ARC-REF,,TASK-0711,VT-TEST-011,validation/evidence/VT-TEST-011.json
STAKE-002;STAKE-007,GOAL-001;GOAL-002;GOAL-003;GOAL-004;GOAL-005,UC-012,TEST-012,ARC-REF,ARC-REF,,TASK-0701,VT-TEST-012,validation/evidence/VT-TEST-012.json
STAKE-002;STAKE-007,GOAL-001;GOAL-002;GOAL-003;GOAL-004;GOAL-005,UC-012,TEST-012,ARC-REF,ARC-REF,,TASK-0711,VT-TEST-012,validation/evidence/VT-TEST-012.json
STAKE-002;STAKE-007,GOAL-001;GOAL-002;GOAL-003;GOAL-004;GOAL-005,UC-012,TEST-013,ARC-REF,ARC-REF,,TASK-0711,VT-TEST-013,validation/evidence/VT-TEST-013.json
STAKE-002;STAKE-007,GOAL-001;GOAL-002;GOAL-003;GOAL-004;GOAL-005,UC-012,TEST-014,ARC-REF,ARC-REF,,TASK-0109,VT-TEST-014,validation/evidence/VT-TEST-014.json
STAKE-002;STAKE-007,GOAL-001;GOAL-002;GOAL-003;GOAL-004;GOAL-005,UC-012,TEST-014,ARC-REF,ARC-REF,,TASK-0110,VT-TEST-014,validation/evidence/VT-TEST-014.json
STAKE-002;STAKE-007,GOAL-001;GOAL-002;GOAL-003;GOAL-004;GOAL-005,UC-012,TEST-014,ARC-REF,ARC-REF,,TASK-0804,VT-TEST-014,validation/evidence/VT-TEST-014.json
STAKE-002;STAKE-007,GOAL-001;GOAL-002;GOAL-003;GOAL-004;GOAL-005,UC-012,TEST-015,ARC-REF,ARC-REF,,TASK-0201,VT-TEST-015,validation/evidence/VT-TEST-015.json
STAKE-002;STAKE-007,GOAL-001;GOAL-002;GOAL-003;GOAL-004;GOAL-005,UC-012,TEST-016,ARC-REF,ARC-REF,,TASK-0802,VT-TEST-016,validation/evidence/VT-TEST-016.json
STAKE-002;STAKE-007,GOAL-001;GOAL-002;GOAL-003;GOAL-004;GOAL-005,UC-012,TEST-016,ARC-REF,ARC-REF,,TASK-0803,VT-TEST-016,validation/evidence/VT-TEST-016.json
STAKE-002;STAKE-007,GOAL-001;GOAL-002;GOAL-003;GOAL-004;GOAL-005,UC-012,TEST-016,ARC-REF,ARC-REF,,TASK-0804,VT-TEST-016,validation/evidence/VT-TEST-016.json
STAKE-002;STAKE-007,GOAL-001;GOAL-002;GOAL-003;GOAL-004;GOAL-005,UC-012,TEST-017,ARC-REF,ARC-REF,,TASK-0807,VT-TEST-017,validation/evidence/VT-TEST-017.json
STAKE-002;STAKE-007,GOAL-001;GOAL-002;GOAL-003;GOAL-004;GOAL-005,UC-012,TEST-018,ARC-REF,ARC-REF,,TASK-0004,VT-TEST-018,validation/evidence/VT-TEST-018.json
STAKE-002;STAKE-007,GOAL-001;GOAL-002;GOAL-003;GOAL-004;GOAL-005,UC-012,TEST-019,ARC-REF,ARC-REF,,TASK-0711,VT-TEST-019,validation/evidence/VT-TEST-019.json
STAKE-002;STAKE-007,GOAL-001;GOAL-002;GOAL-003;GOAL-004;GOAL-005,UC-012,TEST-019,ARC-REF,ARC-REF,,TASK-0810,VT-TEST-019,validation/evidence/VT-TEST-019.json
STAKE-002;STAKE-007,GOAL-001;GOAL-002;GOAL-003;GOAL-004;GOAL-005,UC-012,TEST-020,ARC-REF,ARC-REF,,TASK-0003,VT-TEST-020,validation/evidence/VT-TEST-020.json
STAKE-002;STAKE-007,GOAL-001;GOAL-002;GOAL-003;GOAL-004;GOAL-005,UC-012,TEST-020,ARC-REF,ARC-REF,,TASK-0810,VT-TEST-020,validation/evidence/VT-TEST-020.json
STAKE-002;STAKE-007,GOAL-001;GOAL-002;GOAL-003;GOAL-004;GOAL-005,UC-012,TEST-020,ARC-REF,ARC-REF,,TASK-0702,VT-TEST-020,validation/evidence/VT-TEST-020.json
STAKE-002;STAKE-007,GOAL-001;GOAL-002;GOAL-003;GOAL-004;GOAL-005,UC-012,TEST-020,ARC-REF,ARC-REF,,TASK-0703,VT-TEST-020,validation/evidence/VT-TEST-020.json
STAKE-002;STAKE-007,GOAL-001;GOAL-002;GOAL-003;GOAL-004;GOAL-005,UC-012,TEST-020,ARC-REF,ARC-REF,,TASK-0704,VT-TEST-020,validation/evidence/VT-TEST-020.json
STAKE-002;STAKE-007,GOAL-001;GOAL-002;GOAL-003;GOAL-004;GOAL-005,UC-012,TEST-020,ARC-REF,ARC-REF,,TASK-0706,VT-TEST-020,validation/evidence/VT-TEST-020.json
STAKE-002;STAKE-007,GOAL-001;GOAL-002;GOAL-003;GOAL-004;GOAL-005,UC-012,TEST-020,ARC-REF,ARC-REF,,TASK-0707,VT-TEST-020,validation/evidence/VT-TEST-020.json
STAKE-002;STAKE-007,GOAL-001;GOAL-002;GOAL-003;GOAL-004;GOAL-005,UC-012,TEST-020,ARC-REF,ARC-REF,,TASK-0708,VT-TEST-020,validation/evidence/VT-TEST-020.json
STAKE-002;STAKE-007,GOAL-001;GOAL-002;GOAL-003;GOAL-004;GOAL-005,UC-012,TEST-020,ARC-REF,ARC-REF,,TASK-0709,VT-TEST-020,validation/evidence/VT-TEST-020.json
STAKE-002;STAKE-007,GOAL-001;GOAL-002;GOAL-003;GOAL-004;GOAL-005,UC-012,TEST-020,ARC-REF,ARC-REF,,TASK-0710,VT-TEST-020,validation/evidence/VT-TEST-020.json
